Período,Fecha de nacimiento,Sexo,NivelFormativo,Discapacidad,Inmigrante,Perceptor,DificilInsercion,Tipo acción,Colocacion,FechaColocacion,FechaFinContrato,TipoContrato,,
10/21,10/07/1997,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/04/1995,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,01/03/1974,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,20/11/1992,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,20/11/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,30/12/1987,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,05/06/1966,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,01/07/1982,Hombre,Estudios post-secundarios,N,N,S,N,Alta,N,,,,,
10/21,13/05/1978,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
10/21,27/11/1980,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
10/21,08/05/1992,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/05/1992,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,01/12/1998,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/08/2003,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,25/01/2000,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,10/04/1971,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,26/07/1972,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,26/07/1972,Mujer,Estudios secundarios,N,S,N,S,Intento colocación,N,,,,,
10/21,05/03/1976,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,07/08/1991,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,04/02/1996,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/02/1967,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,04/01/1979,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,31/12/1996,Hombre,Estudios primarios,N,S,N,S,Alta,N,,,,,
10/21,12/08/1978,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,03/09/1962,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
10/21,23/04/2004,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/08/2002,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/08/2002,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,22/03/1989,Hombre,Sin estudios,N,N,N,N,Alta,N,,,,,
10/21,22/10/1998,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,22/10/1998,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,10/08/1998,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,06/01/1964,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,06/01/1964,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,27/06/1989,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,01/10/1973,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,09/01/1968,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,11/03/1998,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,27/06/2000,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,05/04/1966,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/08/1980,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/08/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,01/04/1983,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,16/05/1977,Hombre,Estudios primarios,N,N,N,N,Alta,N,,,,,
10/21,13/08/1992,Hombre,Estudios secundarios,S,N,N,S,Alta,N,,,,,
10/21,19/05/1997,Mujer,Sin estudios,N,N,N,S,Alta,N,,,,,
10/21,13/05/1983,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,13/05/1983,Mujer,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,07/08/1971,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,07/08/1971,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,10/05/1997,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,21/12/1976,Hombre,Estudios post-secundarios,N,N,S,N,Alta,N,,,,,
10/21,03/04/1998,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/10/1985,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,29/03/1996,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/11/1981,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,12/09/1959,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/09/1959,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,06/03/1983,Hombre,Estudios post-secundarios,N,N,S,N,Alta,N,,,,,
10/21,14/10/1998,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,06/12/1969,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,27/04/1998,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,27/04/1998,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,17/08/2000,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,09/06/1982,Mujer,Estudios primarios,N,N,S,S,Alta,N,,,,,
10/21,25/10/2002,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,09/10/1972,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,26/02/1971,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,27/07/1991,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,26/06/1991,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,26/06/1991,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,05/11/1962,Hombre,Estudios secundarios,S,N,S,S,Alta,N,,,,,
10/21,06/02/2001,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/10/1970,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,03/10/1970,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,01/01/1974,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,04/07/1981,Hombre,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
10/21,04/07/1981,Hombre,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
10/21,13/06/1974,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,13/06/1974,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,07/03/1976,Mujer,Estudios primarios,N,N,S,S,Alta,N,,,,,
10/21,07/03/1976,Mujer,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
10/21,01/06/1994,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/01/1991,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,17/08/1981,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
10/21,11/11/1980,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,11/11/1980,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,07/02/1998,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,07/02/1998,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,09/01/1991,Mujer,Estudios secundarios,S,N,N,S,Alta,N,,,,,
10/21,09/01/1991,Mujer,Estudios secundarios,S,N,N,S,Intento colocación,N,,,,,
10/21,14/09/1993,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,17/03/1974,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,17/03/1974,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,15/11/1986,Mujer,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
10/21,12/04/1995,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/04/1995,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,15/01/1994,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,25/05/1969,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,02/07/1976,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,18/10/1976,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
10/21,07/05/1995,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,21/09/1967,Hombre,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,01/01/1979,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
10/21,21/01/1999,Hombre,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,16/11/1961,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
10/21,13/05/1980,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
10/21,24/09/1989,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/07/1998,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,03/07/1979,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/11/1998,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/11/1998,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,01/07/1981,Hombre,Estudios secundarios,N,N,S,N,Alta,N,,,,,
10/21,16/04/1964,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,18/01/1983,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,20/06/1984,Hombre,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,08/12/1961,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,30/04/1991,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,14/09/1980,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,29/10/1970,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,29/10/1970,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,31/07/1996,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,31/07/1996,Hombre,Estudios secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,17/01/1997,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,16/09/1966,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/09/1985,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/09/1985,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,24/01/1982,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,24/01/1982,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,04/11/1987,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
10/21,04/11/1987,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
10/21,14/03/1969,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,06/03/1974,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,06/03/1974,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,10/06/1970,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,05/01/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,15/06/1985,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
10/21,08/04/1998,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,04/10/1979,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,12/03/1976,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/03/1976,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,27/04/1968,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,16/02/1972,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,16/02/1972,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,21/05/1971,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,21/05/1971,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,19/05/1998,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,19/05/1998,Hombre,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,30/08/1974,Mujer,Estudios secundarios,N,S,S,S,Alta,N,,,,,
10/21,08/09/1978,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
10/21,02/09/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,02/09/1993,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,18/03/1991,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,18/03/1991,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,18/08/1976,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,18/08/1976,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,20/12/1992,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,13/01/2000,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/07/1960,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/02/1988,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,22/02/1971,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,05/08/1998,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,05/08/1998,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,27/02/1990,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,27/02/1990,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,24/12/1976,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
10/21,16/02/1989,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/07/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/07/1993,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,04/12/1991,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,14/01/1974,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,14/01/1974,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,07/11/1976,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,11/03/1978,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,21/12/1985,Hombre,Estudios post-secundarios,N,N,S,N,Alta,N,,,,,
10/21,21/12/1985,Hombre,Estudios post-secundarios,N,N,S,N,Intento colocación,N,,,,,
10/21,09/01/1971,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,01/09/1997,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,01/09/1997,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,09/02/1968,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,03/08/1968,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,03/08/1968,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,04/02/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,04/02/1993,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,03/01/1986,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,03/01/1986,Mujer,Estudios secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,20/03/1996,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,20/03/1996,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,13/09/1967,Hombre,Estudios primarios,S,N,S,S,Alta,N,,,,,
10/21,12/10/1966,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,09/04/1994,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,09/04/1994,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,15/02/1991,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,10/03/1976,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,03/12/1970,Hombre,Estudios primarios,N,N,S,S,Alta,N,,,,,
10/21,03/12/1970,Hombre,Estudios primarios,N,N,S,S,Intento colocación,N,,,,,
10/21,30/04/2000,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,09/06/1992,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,10/04/1981,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,12/10/1970,Mujer,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,05/12/1971,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,05/12/1971,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,11/11/1983,Hombre,Estudios post-secundarios,N,N,S,N,Alta,N,,,,,
10/21,11/11/1983,Hombre,Estudios post-secundarios,N,N,S,N,Intento colocación,N,,,,,
10/21,12/04/1974,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,05/03/1987,Hombre,Estudios post-secundarios,N,N,S,N,Alta,N,,,,,
10/21,05/01/1978,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,05/01/1978,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,05/06/1992,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,05/06/1992,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,30/03/1993,Mujer,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
10/21,30/03/1993,Mujer,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
10/21,15/04/1990,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
10/21,08/12/1966,Hombre,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,27/08/2005,Hombre,Sin estudios,N,N,N,S,Alta,N,,,,,
10/21,24/05/1975,Mujer,Estudios secundarios,N,S,N,S,Alta,N,,,,,
10/21,07/02/1971,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,11/11/1972,Mujer,Estudios secundarios,S,N,S,S,Alta,N,,,,,
10/21,16/04/1982,Hombre,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
10/21,16/04/1982,Hombre,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
10/21,19/05/1979,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,20/05/1964,Mujer,Estudios primarios,N,N,N,S,Alta,N,,,,,
10/21,10/02/1958,Hombre,Estudios post-secundarios,N,S,N,S,Alta,N,,,,,
10/21,10/02/1958,Hombre,Estudios post-secundarios,N,S,N,S,Intento colocación,N,,,,,
10/21,20/06/1972,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,13/08/1996,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,25/06/1999,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/06/1964,Hombre,Estudios secundarios,N,N,S,S,Alta,N,,,,,
10/21,25/06/1987,Mujer,Estudios secundarios,N,N,N,S,Alta,N,,,,,
10/21,26/08/1993,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,26/08/1993,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,22/01/1981,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,22/01/1981,Mujer,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,14/01/1987,Hombre,Estudios post-secundarios,N,N,N,N,Alta,N,,,,,
10/21,10/10/1971,Mujer,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,23/10/1960,Mujer,Sin estudios,S,N,N,S,Alta,N,,,,,
10/21,13/07/1993,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,04/10/1974,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,22/05/1978,Mujer,Estudios post-secundarios,N,N,S,S,Alta,N,,,,,
10/21,22/05/1978,Mujer,Estudios post-secundarios,N,N,S,S,Intento colocación,N,,,,,
10/21,01/03/1984,Hombre,Estudios secundarios,N,N,N,N,Alta,N,,,,,
10/21,01/03/1984,Hombre,Estudios secundarios,N,N,N,N,Intento colocación,N,,,,,
10/21,08/09/1974,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
10/21,08/09/1974,Hombre,Estudios post-secundarios,N,N,N,S,Intento colocación,N,,,,,
10/21,28/07/1991,Hombre,Estudios post-secundarios,N,N,N,S,Alta,N,,,,,
09/21,12/06/1961,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210920,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,15/01/1973,Hombre,Estudios secundarios,N,N,N,S,Colocación,S,20210901,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,29/01/1963,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210908,,Contrato de duración determinada a tiempo parcial,B60359726,ARAMARK SERVICIOS DE CATERING SLU
09/21,18/04/1974,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,17/06/1969,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,19/07/1967,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,23/09/1964,Hombre,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,19/03/1967,Hombre,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,11/02/1979,Hombre,Estudios post-secundarios,N,N,N,N,Colocación,S,20210924,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,19/02/1961,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,15/10/1961,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210906,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,29/04/1984,Mujer,Estudios primarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,25/04/1978,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,28/06/1989,Mujer,Estudios post-secundarios,N,N,N,S,Colocación,S,20210902,,Contrato de duración determinada a tiempo parcial,A08427296,"SODEXHO IBERIA, S.A."
09/21,07/04/1985,Mujer,Estudios primarios,N,N,N,S,Colocación,S,20210901,,Contrato de duración determinada a tiempo parcial,B88129366,SERVICIOS DOMESTICOS Y PERSONALES SLU
09/21,04/01/1975,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210913,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,27/12/1975,Mujer,Estudios secundarios,S,N,N,S,Colocación,S,20210901,,Contrato de duración determinada a tiempo completo,B84440189,CEE GENSER S.L.
09/21,08/10/1974,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210913,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,23/09/1957,Mujer,Estudios secundarios,N,N,S,S,Colocación,S,20210927,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,30/07/1966,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,04/12/1959,Hombre,Estudios primarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo parcial,A28892339,"SEROMAL, S.A."
09/21,01/05/1961,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210923,,Contrato Indefinido a tiempo parcial,B81144255,"ANSA 95, S.L."
09/21,18/07/1969,Mujer,Estudios primarios,N,N,N,S,Colocación,S,20210902,,Contrato de duración determinada a tiempo parcial,A08427296,"SODEXHO IBERIA, S.A."
09/21,20/09/1977,Hombre,Estudios secundarios,N,N,N,N,Colocación,S,20210921,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,20/09/1977,Hombre,Estudios secundarios,N,N,N,N,Colocación,S,20210907,20210917,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,04/07/1986,Mujer,Estudios primarios,N,N,N,S,Colocación,S,20210907,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
09/21,18/04/1956,Mujer,Estudios secundarios,N,N,N,S,Colocación,S,20210920,,Contrato de duración determinada a tiempo completo,A28892339,"SEROMAL, S.A."
